no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
1,0,0,1,0,0,3,1,2018,2,26,4,0,0,0,106.0,0,1
1,0,0,1,0,0,0,7,2018,12,9,2,1,0,1,65.0,0,1
2,0,2,1,3,0,0,183,2018,10,29,4,0,0,0,80.1,2,0
2,0,2,2,0,0,0,5,2018,11,27,4,0,0,0,89.89,3,1
1,0,0,3,0,0,0,46,2018,3,3,4,0,0,0,73.9,0,0
2,0,2,1,0,0,0,23,2018,2,7,3,0,0,0,66.0,0,1
2,0,1,2,0,0,0,121,2018,6,24,3,0,0,0,90.0,0,0
2,0,0,2,0,0,0,188,2018,10,18,4,0,0,0,105.5,1,0
2,0,2,1,0,0,0,179,2018,9,24,4,0,0,0,121.5,2,0
2,0,1,2,1,0,0,116,2017,9,18,4,0,0,0,96.05,0,0
2,0,0,1,0,0,3,37,2018,5,27,4,0,0,0,140.4,0,0
2,0,0,2,0,0,0,61,2018,3,23,4,0,0,0,117.0,0,0
2,0,0,3,3,0,0,18,2018,11,17,4,0,0,0,88.0,2,1
2,0,1,1,0,0,0,3,2017,10,19,2,0,0,0,142.0,0,1
2,0,0,2,0,0,0,97,2017,12,30,3,0,0,0,70.0,1,1
1,0,0,1,0,0,0,7,2018,2,11,4,0,0,0,66.22,1,1
2,0,1,2,0,0,0,57,2018,6,10,3,0,0,0,90.67,1,1
2,0,1,2,0,0,0,5,2018,1,15,4,0,0,0,80.3,2,1
2,0,2,4,0,0,0,46,2017,9,11,3,0,0,0,90.09,2,1
1,0,0,3,0,0,0,29,2018,11,16,3,0,0,0,67.5,1,1
1,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,87.0,0,1
2,0,0,2,0,0,0,80,2018,12,9,3,0,0,0,75.0,0,1
2,0,0,3,0,0,0,86,2017,9,9,2,0,0,0,100.0,0,1
2,0,2,2,0,0,0,23,2017,12,4,3,0,0,0,55.0,0,1
2,0,0,3,0,0,0,33,2018,12,8,4,0,0,0,104.0,1,1
2,0,0,2,3,0,0,49,2018,5,6,3,0,0,0,85.0,0,1
1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1
2,0,1,2,3,0,0,20,2018,2,1,4,0,0,0,77.0,1,1
2,0,2,4,1,0,0,327,2017,9,9,3,0,0,0,88.0,1,1
2,0,1,2,0,0,0,60,2018,2,26,4,0,0,0,83.3,1,1
2,0,2,1,0,0,3,161,2018,5,22,4,0,0,0,114.3,1,0
2,0,2,2,0,0,0,114,2018,8,6,4,0,0,0,114.3,0,1
2,0,0,2,3,0,0,50,2018,5,19,3,0,0,0,85.0,0,1
2,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,115.0,1,0
2,0,0,1,0,0,0,105,2018,4,6,3,0,0,0,75.0,0,0
1,0,0,1,3,0,0,12,2018,6,8,4,0,0,0,109.0,1,1
2,0,2,0,0,0,0,8,2018,9,25,3,0,0,0,95.0,0,1
1,0,0,1,0,0,0,1,2018,11,3,3,0,0,0,75.0,0,1
3,0,1,1,0,0,3,1,2018,6,11,4,0,0,0,166.0,3,1
1,0,0,1,3,0,0,5,2018,12,21,4,0,0,0,78.0,2,1
2,0,0,4,3,0,0,234,2018,8,31,4,0,0,0,80.75,0,0
2,0,0,1,0,1,0,138,2018,5,7,4,0,0,0,114.3,1,1
2,0,0,2,0,1,0,10,2018,4,22,4,0,0,0,140.0,1,1
2,0,0,1,0,0,3,88,2018,8,19,4,0,0,0,131.4,2,1
2,0,2,3,0,0,0,93,2018,3,17,4,0,0,0,73.95,1,1
3,0,2,1,0,0,3,202,2018,10,22,4,0,0,0,128.7,0,0
2,0,1,3,3,0,0,183,2018,10,20,4,0,0,0,85.5,0,0
2,0,2,1,0,0,0,58,2018,4,24,4,0,0,0,81.08,0,1
2,0,0,1,3,1,0,97,2018,4,2,4,0,0,0,76.5,1,1
2,1,0,4,0,1,0,45,2018,8,3,4,0,0,0,161.1,1,1
2,0,2,5,0,0,3,56,2018,9,8,4,0,0,0,149.4,0,0
2,2,2,0,0,1,5,207,2018,8,7,4,0,0,0,177.3,2,0
1,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,95.0,0,1
1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
2,0,1,2,0,0,0,19,2018,9,23,4,0,0,0,139.0,1,1
2,0,1,0,0,0,0,20,2018,8,29,3,0,0,0,85.0,1,1
2,0,1,2,0,0,0,40,2018,1,22,4,0,0,0,73.9,1,1
2,0,0,4,0,0,3,58,2017,11,18,3,0,0,0,60.0,0,1
1,0,1,1,0,0,0,3,2017,11,16,1,0,0,0,0.0,0,1
2,2,1,3,0,0,5,56,2018,4,18,4,0,0,0,165.33,0,0
2,0,0,3,1,0,1,40,2017,10,27,3,0,0,0,113.4,2,1
2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,101.5,0,1
2,0,0,2,3,0,0,15,2018,8,2,4,0,0,0,124.0,1,1
2,0,1,0,0,0,0,18,2018,12,11,3,0,0,0,80.0,0,1
2,0,2,2,0,0,1,188,2018,9,4,4,0,0,0,112.01,1,0
2,0,0,2,0,0,0,35,2017,10,8,4,0,0,0,103.05,3,1
3,0,0,1,0,0,0,3,2017,7,11,3,0,0,0,104.0,0,1
3,0,0,2,0,0,3,73,2018,9,6,4,0,0,0,168.3,2,1
2,0,0,1,0,0,0,26,2018,6,8,3,0,0,0,120.0,0,1
2,0,2,0,3,0,0,72,2018,11,13,4,0,0,0,79.2,3,1
2,0,1,2,0,0,0,115,2018,6,6,4,0,0,0,116.1,1,1
2,0,0,1,0,0,0,92,2018,11,11,3,0,0,0,90.0,0,1
1,0,0,5,0,0,0,82,2018,9,6,3,0,0,0,85.0,0,1
2,0,1,2,0,0,0,65,2018,11,18,4,0,0,0,104.0,1,1
2,0,0,1,3,0,0,88,2018,12,6,4,0,0,0,88.0,0,0
2,2,1,3,0,0,0,0,2018,3,21,4,0,0,0,165.0,0,1
2,0,1,3,3,0,0,233,2018,6,23,4,0,0,0,100.3,0,0
2,0,0,4,0,0,0,8,2017,12,16,4,0,0,0,77.6,0,1
1,0,0,1,0,0,0,0,2018,1,19,4,0,0,0,85.0,0,1
2,0,0,3,0,0,3,14,2018,2,3,4,0,0,0,82.8,1,1
2,0,0,2,0,0,0,57,2018,3,4,4,0,0,0,80.3,0,1
2,0,1,3,0,0,0,27,2018,6,20,3,0,0,0,80.75,0,1
1,0,0,1,1,0,0,221,2018,8,12,3,0,0,0,73.0,0,1
2,0,1,2,0,0,3,77,2018,10,7,4,0,0,0,132.3,3,1
2,0,1,0,0,0,0,37,2018,3,13,2,1,0,3,77.0,0,1
2,0,1,3,0,1,0,25,2018,9,15,4,0,0,0,165.5,2,1
1,0,1,4,3,0,0,9,2018,1,18,4,0,0,0,54.9,0,1
2,0,0,2,1,0,0,292,2018,7,21,3,0,0,0,115.0,0,0
2,0,0,2,0,0,0,99,2018,2,19,2,0,0,0,86.0,0,1
2,0,2,2,0,0,0,71,2018,3,18,4,0,0,0,90.95,1,1
2,0,2,4,0,0,0,82,2018,7,1,4,0,0,0,114.3,1,1
2,0,2,1,0,0,1,54,2018,10,29,3,0,0,0,95.0,1,1
2,2,2,2,0,0,5,51,2018,9,11,4,0,0,0,207.9,2,1
2,0,0,2,0,0,3,39,2018,6,17,4,0,0,0,109.49,2,1
2,0,1,2,0,0,0,264,2018,7,4,4,0,0,0,95.4,1,0
1,0,1,1,0,0,0,8,2018,11,14,4,0,0,0,103.0,1,1
2,0,2,1,0,0,3,152,2018,2,20,3,0,0,0,62.0,1,1
2,2,0,3,0,0,5,27,2018,9,20,4,0,0,0,212.1,1,0
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1
2,0,2,2,3,0,0,112,2018,7,17,4,0,0,0,94.5,1,1
2,0,0,1,3,0,0,48,2018,9,27,4,0,0,0,125.1,1,1
2,0,1,1,1,0,0,3,2018,5,21,3,0,0,0,112.0,1,1
2,1,0,2,0,0,0,84,2018,7,15,4,0,0,0,121.5,2,1
2,0,0,4,0,0,0,36,2018,8,30,4,0,0,0,109.8,0,0
2,1,2,3,1,0,0,39,2018,8,13,4,0,0,0,203.85,2,1
2,0,0,2,3,0,0,18,2018,11,25,4,0,0,0,88.0,2,1
2,0,2,3,0,0,0,12,2018,11,10,4,0,0,0,90.07,1,1
3,0,2,3,0,0,3,159,2018,7,23,4,0,0,0,130.05,2,0
2,0,1,3,0,0,3,52,2018,11,14,4,0,0,0,82.08,0,1
2,0,0,4,0,0,0,169,2018,10,25,4,0,0,0,90.9,0,0
2,0,0,2,0,0,0,69,2018,4,27,4,0,0,0,105.3,0,0
2,0,2,5,3,0,0,65,2018,11,13,4,0,0,0,88.0,1,1
2,0,2,1,0,0,0,63,2018,3,5,4,0,0,0,80.3,0,1
2,0,0,1,3,0,0,2,2018,3,30,4,0,0,0,89.0,0,1
2,0,0,2,1,0,0,273,2017,7,17,3,0,0,0,109.0,0,0
2,0,2,1,3,0,0,65,2018,11,19,4,0,0,0,82.13,1,0
1,0,0,3,0,0,0,19,2017,10,6,3,1,1,0,80.0,0,1
2,0,1,3,0,0,0,127,2018,4,28,3,0,0,0,90.0,0,1
2,0,2,0,0,0,1,243,2018,6,19,4,0,0,0,95.58,1,1
2,0,2,1,3,0,0,7,2018,10,29,4,0,0,0,126.67,1,0
1,1,2,1,0,0,3,33,2018,4,16,4,0,0,0,104.96,0,1
2,0,2,2,3,0,0,52,2018,12,4,4,0,0,0,74.8,0,0
2,0,0,1,1,0,0,41,2017,9,4,3,0,0,0,110.0,0,1
1,0,2,3,0,0,0,6,2017,8,14,4,0,0,0,83.2,1,1
1,0,0,4,0,0,0,4,2017,11,4,4,0,0,0,101.0,1,1
2,0,2,3,0,0,0,75,2018,4,1,4,0,0,0,82.45,1,1
2,0,0,2,3,0,0,2,2018,8,10,4,0,0,0,94.99,0,1
2,0,0,2,0,0,0,29,2018,10,21,4,0,0,0,139.0,0,0
2,0,1,3,0,0,0,2,2017,8,17,4,0,0,0,122.0,2,1
2,0,0,3,1,0,0,34,2017,9,23,3,0,0,0,224.67,0,0
2,0,1,0,0,0,3,8,2018,12,12,4,0,0,0,114.0,2,1
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
2,0,0,3,3,0,0,52,2018,12,7,4,0,0,0,79.2,2,1
2,0,0,4,0,0,0,66,2018,5,11,4,0,0,0,119.85,1,1
2,0,0,2,0,0,0,122,2018,4,15,3,0,0,0,85.0,0,1
1,0,0,3,0,0,0,13,2018,6,14,2,1,0,4,65.0,0,1
2,0,0,3,0,0,0,2,2018,3,2,4,0,0,0,101.0,1,1
2,0,2,2,3,0,0,156,2018,7,1,4,0,0,0,80.75,1,1
1,0,0,2,0,0,0,4,2018,11,2,2,1,0,4,88.0,3,1
1,0,2,0,0,1,0,3,2018,10,23,2,1,0,3,67.0,1,1
1,0,0,1,0,0,0,2,2017,12,11,3,0,0,0,75.0,0,1
2,0,0,1,1,0,0,100,2017,10,16,3,0,0,0,108.0,0,0
3,0,0,2,0,0,3,44,2018,7,1,4,0,0,0,150.3,0,0
2,0,0,1,0,1,0,37,2018,6,22,4,0,0,0,103.35,2,1
1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1
1,0,2,0,0,0,0,10,2018,10,9,3,0,0,0,90.0,0,1
1,0,1,3,0,0,0,27,2017,9,3,4,0,0,0,90.25,0,1
3,0,2,3,0,0,3,86,2018,12,24,4,0,0,0,119.0,2,1
2,0,0,2,3,0,0,1,2018,1,8,4,1,11,0,67.5,0,1
2,0,2,1,1,0,0,124,2017,8,8,3,0,0,0,94.5,0,0
2,0,2,1,0,0,0,83,2018,3,12,4,0,0,0,78.3,0,1
2,0,2,4,0,0,0,21,2018,11,13,4,0,0,0,88.4,1,1
2,0,1,2,1,0,0,418,2018,9,26,3,0,0,0,107.0,0,0
2,0,0,2,0,0,0,245,2018,6,17,3,0,0,0,75.0,0,0
2,0,2,2,0,0,3,23,2018,12,30,4,0,0,0,133.55,1,1
3,0,2,3,0,1,3,161,2018,8,14,4,0,0,0,145.85,2,0
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
3,0,2,4,0,0,0,81,2018,8,28,4,0,0,0,106.95,0,1
1,0,0,1,3,0,0,7,2018,9,20,4,0,0,0,129.0,1,0
1,0,0,3,0,0,0,151,2018,1,19,3,0,0,0,80.0,0,1
2,0,1,2,0,0,0,167,2018,5,20,4,0,0,0,119.7,1,0
2,1,0,1,3,0,0,4,2018,7,6,4,0,0,0,100.08,1,1
2,2,1,3,0,0,5,21,2018,8,22,4,0,0,0,231.0,0,0
2,0,1,3,0,0,3,26,2018,9,19,4,0,0,0,169.0,1,1
2,0,0,1,0,0,0,70,2017,10,22,3,0,0,0,85.0,0,1
1,0,2,6,0,0,0,60,2018,3,5,4,0,0,0,63.75,0,0
2,0,0,3,0,0,0,56,2017,10,21,4,0,0,0,94.5,3,1
2,0,2,3,0,0,0,11,2017,10,11,2,0,0,0,100.0,0,1
2,0,1,2,3,0,0,53,2018,6,27,4,0,0,0,101.1,0,0
3,0,0,3,0,0,3,81,2018,9,8,4,0,0,0,168.3,0,0
2,2,0,4,0,0,5,77,2018,5,31,4,0,0,0,198.9,1,1
2,0,1,1,1,0,0,88,2017,10,5,3,0,0,0,112.2,0,1
2,0,0,2,0,0,0,44,2018,11,3,4,0,0,0,77.76,0,1
1,0,0,2,0,0,0,181,2018,10,11,3,0,0,0,120.0,0,0
2,0,0,2,1,0,0,30,2017,9,30,3,0,0,0,121.0,0,1
2,0,0,1,3,0,0,3,2018,8,6,4,0,0,0,139.0,0,0
2,0,2,0,1,0,0,75,2018,10,30,3,0,0,0,105.0,0,0
2,0,0,3,0,0,0,38,2017,12,31,3,0,0,0,118.0,1,1
2,2,1,0,3,0,5,35,2017,12,28,4,0,0,0,150.3,1,1
2,0,1,2,0,0,0,95,2018,9,26,4,0,0,0,111.31,2,1
2,0,2,1,1,0,4,39,2018,1,9,3,0,0,0,114.8,0,1
3,0,1,2,0,0,3,18,2018,7,1,4,0,0,0,187.0,3,1
2,1,0,4,0,0,0,44,2018,8,17,4,0,0,0,152.1,1,1
2,0,0,1,3,0,0,110,2018,10,12,4,0,0,0,108.0,1,0
1,0,1,2,0,0,0,91,2018,10,17,4,0,0,0,102.06,0,0
2,0,0,1,0,0,0,11,2018,5,7,4,0,0,0,141.0,0,0
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,109.0,0,1
3,0,0,3,1,0,3,58,2018,4,5,4,0,0,0,189.0,2,1
2,1,1,1,1,1,0,62,2018,7,23,4,0,0,0,173.25,2,1
2,2,0,1,0,1,5,2,2018,9,2,4,0,0,0,249.0,1,1
1,0,0,2,0,0,0,29,2018,12,2,2,0,0,0,66.18,1,1
2,0,1,3,0,0,0,237,2018,9,22,4,0,0,0,87.67,2,1
1,0,1,1,0,0,0,3,2018,3,7,2,1,0,1,80.0,0,1
2,0,1,3,1,0,0,210,2017,10,8,3,0,0,0,86.0,0,0
2,0,0,1,3,0,0,30,2018,10,6,4,0,0,0,97.02,0,0
1,0,0,1,1,0,0,67,2018,7,26,3,0,0,0,95.0,0,1
2,0,1,2,0,0,0,57,2018,6,10,3,0,0,0,90.67,1,1
2,0,0,4,0,0,3,95,2018,7,6,4,0,0,0,127.8,0,0
2,0,1,4,3,0,0,71,2018,12,7,4,0,0,0,74.8,1,1
2,0,2,9,0,0,0,72,2017,12,23,3,0,0,0,58.91,1,1
1,0,1,0,0,0,0,3,2018,7,11,2,1,0,1,65.0,0,1
2,0,0,4,0,0,0,77,2018,3,23,4,0,0,0,88.83,0,0
2,1,2,2,0,0,0,52,2018,12,4,4,0,0,0,103.7,3,1
2,0,0,2,0,0,0,21,2017,11,5,4,0,0,0,76.0,0,1
2,0,0,5,0,0,0,120,2017,7,14,4,0,0,0,76.5,1,0
2,0,0,1,3,0,0,56,2018,7,27,4,0,0,0,125.1,1,1
2,0,0,1,3,0,3,0,2018,9,16,4,0,0,0,147.59,0,1
3,0,2,5,0,0,3,19,2018,4,15,4,0,0,0,150.43,2,0
1,0,1,2,0,0,0,4,2018,5,23,0,0,0,0,95.0,0,1
2,0,1,5,3,0,0,86,2018,4,26,4,0,0,0,95.2,1,1
2,0,2,1,0,0,0,94,2018,9,11,4,0,0,0,135.9,2,1
1,0,0,2,0,0,0,181,2018,10,11,4,0,0,0,120.0,0,0
2,0,0,3,1,0,0,67,2018,5,12,4,0,0,0,161.1,1,1
2,0,2,1,0,0,0,91,2018,7,24,4,0,0,0,114.3,0,0
2,0,0,1,3,0,0,113,2018,10,13,4,0,0,0,108.0,1,0
2,0,1,1,0,0,0,174,2017,10,10,4,0,0,0,70.0,0,0
2,0,0,2,0,0,0,17,2017,10,16,3,0,0,0,48.0,0,1
2,0,0,3,0,0,0,433,2018,9,8,3,0,0,0,70.0,0,0
2,0,2,4,3,0,0,3,2018,5,13,4,0,0,0,122.33,2,1
1,0,0,2,0,0,0,46,2018,11,4,3,0,0,0,67.5,0,1
2,0,0,2,0,0,0,34,2017,10,13,3,0,0,0,82.8,0,1
2,0,1,2,0,0,3,91,2018,5,13,4,0,0,0,140.4,0,0
2,0,0,2,3,0,0,6,2018,1,15,4,0,0,0,69.5,1,1
2,0,0,2,1,0,0,320,2018,8,18,3,0,0,0,115.0,1,0
2,0,1,1,0,0,0,68,2018,2,13,4,0,0,0,78.3,1,1
2,0,1,3,0,0,0,12,2017,10,12,2,0,0,0,100.0,0,1
2,0,1,0,0,0,0,71,2018,10,30,4,0,0,0,75.54,1,1
2,0,0,1,3,0,0,139,2018,7,28,4,0,0,0,94.5,1,1
2,0,0,4,1,0,0,152,2018,11,1,3,0,0,0,98.0,0,1
2,0,0,2,0,0,0,96,2018,6,29,4,0,0,0,118.8,1,1
1,0,1,3,0,0,4,4,2018,9,19,2,0,0,0,181.79,0,1
2,1,0,3,0,0,3,83,2018,7,28,4,0,0,0,141.1,1,1
2,0,0,2,0,0,0,68,2018,11,25,4,0,0,0,93.6,0,1
1,0,0,1,0,0,0,0,2017,9,9,4,0,0,0,142.0,0,1
2,0,0,3,0,0,3,102,2018,5,19,4,0,0,0,140.4,0,1
2,0,0,2,0,0,0,5,2018,5,24,2,0,0,0,110.0,1,1
2,0,0,2,0,0,1,23,2018,11,18,4,0,0,0,91.6,2,1
2,0,1,2,1,0,0,418,2018,9,26,4,0,0,0,107.0,0,0
2,0,2,0,0,0,0,69,2017,7,12,4,0,0,0,76.5,1,0
2,0,1,2,1,0,0,418,2018,9,26,3,0,0,0,107.0,0,0
3,0,2,1,1,0,0,103,2017,7,18,3,0,0,0,138.5,0,1
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
2,0,2,0,1,0,0,386,2018,10,23,4,0,0,0,115.0,1,0
1,0,1,2,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
2,0,2,2,3,0,0,0,2018,8,19,4,0,0,0,78.42,0,1
3,0,1,1,0,0,3,22,2018,6,27,4,0,0,0,187.0,2,1
2,0,1,1,0,0,0,62,2018,6,20,4,0,0,0,99.9,0,0
2,1,0,2,0,0,0,175,2018,8,10,4,0,0,0,121.5,1,0
2,0,0,3,0,0,0,101,2018,3,15,4,0,0,0,78.3,0,0
2,0,1,2,0,0,3,14,2017,10,5,4,0,0,0,136.0,1,1
2,0,2,2,3,0,0,16,2018,11,18,4,0,0,0,91.5,0,0
1,0,1,0,0,0,0,4,2017,10,4,4,0,0,0,0.0,1,1
1,0,0,1,0,0,0,5,2018,6,14,2,0,0,0,95.0,0,0
2,0,2,2,3,0,0,57,2018,3,12,4,0,0,0,45.9,0,1
2,0,0,2,0,0,0,12,2018,2,5,4,0,0,0,93.0,1,1
1,0,0,1,0,0,0,5,2017,9,22,2,0,0,0,65.0,0,1
2,0,2,5,0,0,0,79,2018,3,12,4,0,0,0,56.94,1,1
1,0,0,1,0,0,0,2,2018,4,1,4,0,0,0,81.62,1,1
2,0,2,1,3,0,0,183,2018,10,29,4,0,0,0,80.1,2,0
2,2,4,6,0,0,5,7,2018,6,12,4,0,0,0,213.0,0,0
2,0,1,2,0,0,0,267,2018,9,30,3,0,0,0,95.0,0,0
1,0,2,4,0,0,0,69,2018,6,12,3,0,0,0,120.0,0,0
1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
2,0,0,2,0,0,3,9,2018,9,29,2,0,0,0,99.0,0,1
1,0,4,6,0,0,0,8,2018,1,10,4,0,0,0,81.7,0,1
2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
2,0,2,2,3,0,0,148,2018,4,23,4,0,0,0,80.75,1,1
2,0,2,2,0,0,0,134,2017,12,4,3,0,0,0,65.0,0,1
2,0,0,1,0,0,3,74,2018,7,9,4,0,0,0,127.8,0,0
2,0,2,5,1,0,0,277,2018,9,5,3,0,0,0,89.14,1,1
1,0,2,1,0,0,0,1,2018,2,28,3,0,0,0,60.0,0,0
1,0,0,2,0,0,0,164,2017,10,2,3,0,0,0,100.0,0,0
2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,101.5,0,1
2,0,2,3,3,0,0,128,2018,7,8,4,0,0,0,96.05,2,1
2,0,1,0,3,0,0,58,2018,12,12,4,0,0,0,79.2,0,0
1,0,0,2,0,0,0,151,2018,1,19,3,0,0,0,71.0,0,1
2,0,0,3,0,0,0,276,2018,9,22,3,0,0,0,116.33,0,0
1,0,0,1,0,0,0,0,2017,9,9,2,0,0,0,114.0,0,1
2,0,2,2,0,0,0,72,2018,6,26,4,0,0,0,75.82,0,1
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
2,0,2,2,0,0,3,107,2018,4,15,4,0,0,0,95.2,1,1
1,0,1,0,0,0,0,24,2018,9,12,4,0,0,0,108.0,1,1
2,0,2,5,0,0,3,206,2018,8,13,4,0,0,0,109.66,1,0
3,0,1,2,0,0,0,80,2018,4,11,4,0,0,0,137.7,2,1
2,0,2,5,0,0,3,171,2018,7,20,4,0,0,0,106.13,1,0
2,0,0,3,0,0,0,112,2018,6,2,3,0,0,0,120.0,1,1
2,0,0,2,0,0,0,322,2018,12,9,3,0,0,0,52.0,0,1
2,0,0,4,0,0,0,44,2018,11,2,4,0,0,0,94.8,0,1
2,0,2,1,0,1,0,0,2017,8,8,4,0,0,0,98.0,0,1
1,0,0,1,3,0,0,113,2018,10,13,4,0,0,0,108.0,1,1
1,0,0,1,0,0,0,3,2018,2,11,4,0,0,0,67.22,1,1
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0
2,0,1,2,0,0,3,6,2018,2,12,4,0,0,0,106.0,2,1
3,0,2,5,0,0,0,151,2018,8,4,4,0,0,0,136.12,0,0
1,0,2,4,0,0,0,245,2018,7,6,3,0,0,0,110.0,0,0
2,0,2,2,0,0,1,99,2018,2,14,4,0,0,0,79.5,2,1
2,0,0,2,1,0,0,63,2017,9,4,3,0,0,0,56.0,0,1
2,0,0,1,0,0,0,1,2017,9,8,3,0,0,0,91.2,0,1
2,0,0,1,1,0,0,2,2017,9,30,3,0,0,0,112.2,0,1
2,0,2,2,0,0,0,76,2018,4,10,4,0,0,0,90.95,1,1
1,0,2,1,0,0,0,17,2018,2,20,4,0,0,0,79.0,0,1
2,0,0,1,3,1,0,15,2018,1,21,4,0,0,0,86.0,1,1
2,0,2,0,1,0,3,25,2018,12,25,4,0,0,0,152.0,0,0
2,1,2,3,0,0,0,56,2018,4,24,4,0,0,0,115.09,2,1
2,0,2,3,0,0,0,157,2018,8,21,4,0,0,0,75.27,0,0
1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
2,0,0,1,0,0,0,1,2017,8,26,1,0,0,0,0.0,0,1
2,0,2,1,0,0,0,39,2018,7,2,4,0,0,0,117.9,0,0
2,2,2,2,0,0,6,168,2018,11,25,4,0,0,0,205.0,0,0
2,0,1,0,0,1,0,27,2018,2,1,4,0,0,0,98.0,1,1
2,0,2,2,0,0,0,166,2018,6,19,4,0,0,0,100.3,1,0
2,0,2,2,0,0,3,152,2018,7,10,4,0,0,0,134.3,3,1
2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
2,0,4,8,0,0,0,13,2018,11,3,4,0,0,0,124.52,1,1
1,0,1,1,0,0,0,89,2018,12,10,4,0,0,0,96.0,2,1
2,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,115.0,1,0
3,0,2,2,0,0,3,117,2018,5,22,4,0,0,0,150.45,2,1
3,0,2,1,0,0,3,197,2018,10,29,4,0,0,0,128.7,0,0
2,0,1,3,0,0,0,91,2018,9,26,3,0,0,0,95.0,1,1
1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.0,0,1
2,0,1,2,1,0,0,315,2018,9,30,3,0,0,0,160.0,0,0
2,0,0,3,0,0,3,17,2018,8,24,4,0,0,0,165.0,1,1
2,0,0,3,3,0,1,211,2018,5,31,4,0,0,0,68.69,0,0
2,0,1,1,3,0,0,27,2018,7,11,4,0,0,0,139.0,1,1
2,0,0,1,3,0,0,191,2018,11,25,4,0,0,0,71.1,0,0
3,0,2,3,0,0,3,33,2018,7,17,4,0,0,0,161.1,2,1
2,0,0,4,0,0,0,141,2018,6,15,4,0,0,0,128.85,2,1
2,0,1,2,3,0,0,30,2018,11,11,4,0,0,0,87.27,0,1
2,0,1,3,0,0,0,196,2018,5,12,3,0,0,0,80.75,0,1
2,0,2,2,3,0,0,64,2018,7,24,4,0,0,0,94.5,0,0
1,0,0,3,0,0,3,11,2018,6,14,2,0,0,0,90.0,0,1
2,0,0,1,0,0,3,8,2018,9,17,4,0,0,0,184.0,0,1
2,0,2,2,0,0,0,94,2018,3,12,3,0,0,0,58.0,0,1
2,0,0,1,3,0,0,0,2018,2,10,4,0,0,0,79.0,0,1
2,0,1,4,0,0,0,56,2018,2,8,3,0,0,0,60.0,1,1
1,0,0,2,1,0,0,6,2017,12,10,4,0,0,0,0.0,0,1
2,1,1,5,0,0,0,4,2017,8,17,4,0,0,0,134.17,2,0
3,0,0,2,0,0,3,67,2018,7,20,4,0,0,0,142.2,1,0
1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1
2,0,0,2,3,0,0,38,2018,3,23,4,0,0,0,90.2,0,1
2,0,0,1,3,0,0,143,2018,8,20,4,0,0,0,94.5,0,1
2,0,2,1,0,1,0,166,2018,8,7,4,0,0,0,114.3,1,0
2,0,0,1,0,0,0,150,2017,7,9,4,0,0,0,76.5,2,0
1,0,0,1,0,0,0,3,2018,5,28,4,0,0,0,155.0,1,1
1,0,1,3,0,0,0,10,2018,7,11,3,0,0,0,146.0,0,1
2,0,1,2,0,0,0,418,2018,9,26,3,0,0,0,75.0,0,0
2,0,1,2,0,0,3,133,2018,8,19,4,0,0,0,82.45,0,0
2,1,2,1,0,0,0,82,2018,7,24,4,0,0,0,124.6,0,0
1,0,0,1,0,1,0,1,2018,3,9,2,1,1,3,67.0,1,1
3,0,0,1,0,0,3,191,2018,11,25,4,0,0,0,114.3,0,0
1,0,1,0,0,0,0,86,2018,6,26,2,1,1,7,65.0,0,1
1,0,0,2,1,0,0,102,2017,10,16,4,0,0,0,80.0,0,0
2,0,2,2,0,0,0,0,2018,12,10,4,0,0,0,89.89,0,1
2,0,0,2,3,0,0,88,2018,4,7,4,0,0,0,76.5,0,0
1,0,2,2,0,0,0,115,2018,2,27,3,0,0,0,76.0,0,1
